Date,"Temperature High (C)","Temperature Low (C)","Temperature Average (C)","Sea Surface Temperature (C)","Sea Ice (WMO Code)","Pressure High (mbar)","Pressure Low (mbar)","Pressure Average (mbar)","Windspeed Peak","Windspeed 5-Sec Peak","Windspeed 2-Min Peak","Windspeed Average","Wind Peak Direction (True) (º)","Wind Peak Direction (º)","Wind 5-Sec Peak Direction  (º)","Wind 2-Min Peak Direction  (º)","Wind Direction Prevailing","Rainfall (mm)","Precipitation Snow (cm)","Depth at Snowstake (cm)","Cloud Cover","Data flag - Temperature Average","Data flag - Pressure Average"
2013-12-23,1.6,-2,-0.9,-1.2,24891,992,981.6,988.1,,21,18,7,,,,234,N,1.5,4,0,,,
2013-12-24,2.7,-1.7,0.1,-0.6,24791,981.6,973.9,977.6,,30,23,7,,,,74,E,0.3,1,0,,,
2013-12-25,4,0.1,1.9,0.2,25690,974.1,971.7,972.5,,33,21,12,,,,115,E,0,0,0,,,
2013-12-26,4.3,-0.6,1.6,0.5,25690,978.6,972.6,975.1,,15,13,7,,,,156,E,0,0,0,,,
2013-12-27,7.3,-0.5,3.2,0.9,25790,989.1,978.6,983.5,,19,13,5,,,,153,SE,0,0,0,,,
2013-12-28,8.2,2.3,5.2,1.1,25790,997.2,989,993.6,,19,15,8,,,,102,E,0,0,0,,,
2013-12-29,4.1,0.9,1.7,0.9,0/7/0,999.7,996.9,998.8,,47,35,14,,,,23,NE,0,0,0,,,
2013-12-30,3.9,-0.9,1.5,1.4,0/7/0,999.5,995.5,997.9,,7,6,3,,,,1,N,0,0,0,,,
2013-12-31,4.9,0.2,2.5,0.9,0/7/0,995.5,989.5,991.7,,27,19,9,,,,99,E,0,0,0,,,
2014-01-01,6,-0.3,2.3,0.4,0/6/0,1000.4,990.3,995.4,,12,10,3,,,,348,N,0,0,0,,,
2014-01-02,0.8,-1.6,-0.2,0.7,0/7/0,1001.8,1000.1,1001.2,,16,13,6,,,,231,SW,0,0,0,,,
2014-01-03,5,-0.2,1.1,1.6,0/7/0,1000.1,990,995.2,,17,14,7,,,,228,SW,0,0,0,,,
2014-01-04,4.7,0.2,1.2,1.3,0/7/0,990,985.4,987.1,,21,18,5,,,,17,N,0,0,0,,,
2014-01-05,1.8,-1.2,-0.2,1.3,0/9/0,991.5,985.5,987.9,,22,20,12,,,,17,N,0,0,0,,,
2014-01-06,3.8,-0.8,0.8,1.5,0/8/0,992.5,991.3,991.9,,27,20,10,,,,18,NE,0,0,0,,,
2014-01-07,4.6,-2.1,0.4,-1,45792,996.9,992.5,994.9,,8,7,3,,,,305,NW,0,0,0,,,
2014-01-08,0.8,-1.6,-0.6,-1.2,35791,1001.5,996.9,999,,13,10,6,,,,358,N,4.8,4,3,,,
2014-01-09,2.8,-1.7,-0.1,-1.2,35792,1004.8,1001.5,1003.4,,13,11,5,,,,350,NW,1.3,3,1,,,
2014-01-10,2,-1.5,-0.4,-1.1,25691,1004.9,1002.1,1003.7,,9,8,5,,,,312,NW,1,0,0,,,
2014-01-11,2.8,-1.8,0.4,-0.8,25791,1002.1,985.7,996.3,,18,12,5,,,,103,N,0,0,0,,,
2014-01-12,4.2,0.1,2.5,-0.4,2/690,985.6,977.6,980.1,,42,33,14,,,,23,NE,2,0,0,,,
2014-01-13,6.2,1.1,4,-0.2,0/6/0,985.6,980.6,983.7,,44,34,14,,,,33,NE,6.9,0,0,,,
2014-01-14,7.5,2,4.7,0,0/6/0,981,973.6,977.9,,48,41,15,,,,16,SE,0,0,0,,,
2014-01-15,5,-1,1,-0.2,0/6/0,989,980.5,983.6,,23,18,9,,,,208,SW,3.6,6,8,,,
2014-01-16,6.1,-1,1.5,0.9,0/7/0,993.5,989,991.3,,15,13,5,,,,239,SW,0,0,0,,,
2014-01-17,4.4,-0.4,1.4,0.7,0/7/0,995.7,993.4,994.9,,18,14,3,,,,7,NE,0.3,0,0,,,
2014-01-18,4.3,0.6,2.3,0.6,0/6/0,995.4,989.8,992,,23,17,6,,,,79,E,0,0,0,,,
2014-01-19,5.4,0.3,2,0.7,0/6/0,992.9,986,990.6,,12,8,3,,,,131,SE,1,0,0,,,
2014-01-20,4.7,1.7,2.9,0.6,0/6/0,986,981.8,983,,27,20,7,,,,71,NW,0,0,0,,,
2014-01-21,6.2,1,2.7,0.8,0/6/0,992,983.4,988.9,,13,9,3,,,,338,N,0,0,0,,,
2014-01-22,4.2,-0.1,0.9,0.4,0/6/0,993.4,991.7,992.7,,11,10,4,,,,237,SW,0,0,0,,,
2014-01-23,0.7,-0.6,0,0.7,0/7/0,992.9,987.6,990.6,,17,15,9,,,,241,SW,0,0,0,,,
2014-01-24,2,-0.5,0.3,0.8,0/7/0,987.5,979.7,982.3,,9,7,2,,,,131,SE,2,0,0,,,
2014-01-25,2.2,-0.3,0.6,0.5,0/7/0,984.1,979.5,981.7,,12,11,4,,,,304,NW,3.1,5,0,,,
2014-01-26,5.9,0.3,2.5,1.7,0/7/0,984.3,980.6,982.9,,21,17,5,,,,71,E,0,0,0,,,
2014-01-27,3.1,1.1,2.1,1.7,0/6/0,985.2,979.8,982.2,,21,15,6,,,,105,W,0,0,0,,,
2014-01-28,5.1,-0.6,1.6,1.1,0/6/0,989.7,985.3,988.1,,15,12,5,,,,227,SW,0,0,0,,,
2014-01-29,3.6,-0.5,1.2,1.2,0/6/0,988.9,985.5,986.9,,18,16,3,,,,26,N,0,1,0,,,
2014-01-30,3.1,-0.7,1.2,1.7,0/6/0,991,986.6,988.5,,14,10,5,,,,1,N,0,0,0,,,
2014-01-31,2.7,-0.4,1.2,0.5,0/6/0,994.4,991.1,992.8,,11,8,5,,,,205,SW,0,0,0,,,
2014-02-01,3.4,-0.5,0.8,1.1,0/6/0,994.6,993.9,994.3,,14,12,4,,,,22,N,0,0,0,,,
2014-02-02,4.3,-0.4,1.4,1.8,0/6/0,994,991.8,993.1,,16,13,4,,,,17,NE,0,0,0,,,
2014-02-03,4.9,-0.6,1.7,2.2,0/6/0,994.1,991.7,992.7,,7,5,3,,,,50,NE,0,0,0,,,
2014-02-04,2.5,0,1.1,1.8,0/6/0,994.3,988.6,991.7,,11,9,4,,,,8,N,0,0,0,,,
2014-02-05,1.3,-0.4,0.5,1.7,0/6/0,988.7,984.3,986.2,,17,13,6,,,,210,SW,0,0,0,,,
2014-02-06,2.8,0,0.9,1.7,0/6/0,984.3,980.6,981.3,,15,12,5,,,,212,SW,0,0,0,,,
2014-02-07,2.4,-1.2,-0.2,2.1,0/6/0,981.4,979.7,980.8,,20,17,5,,,,30,E,0,0,0,,,
2014-02-08,-0.7,-2.9,-2,0.7,0/6/0,979.9,970.3,973.8,,36,26,14,,,,118,E,0,0,0,,,
2014-02-09,0.5,-3.1,-1.4,0.6,0/6/0,977.2,971.6,975.1,,22,18,7,,,,226,SW,0,1,1,,,
2014-02-10,3.4,-3.6,-0.6,0,0/6/0,989.8,975.9,980.4,,9,7,3,,,,73,NE,0,0,0,,,
2014-02-11,3.3,-1.6,0.6,0.8,0/6/0,998.6,989.8,994.8,,23,20,8,,,,36,NE,0,0,0,,,
2014-02-12,2.1,-0.3,0.7,1,0/6/0,1007.9,998.6,1002.7,,20,17,7,,,,25,NE,0,0,0,,,
2014-02-13,3,0.6,1.5,0.8,0/6/0,1008.4,991,1001.4,,58,44,15,,,,30,NE,2.8,0,0,,,
2014-02-14,2.7,0.4,1.3,1.1,0/6/0,994.1,982,989,,21,16,4,,,,183,NW,4.1,0,0,,,
2014-02-15,3.9,-0.5,1.8,0.6,0/6/0,996.9,986.3,992.7,,49,34,13,,,,17,N,9.9,4,2,,,
2014-02-16,4.7,1.3,2.8,-0.4,0/6/0,990,985.4,988.6,,49,32,17,,,,11,N,3.6,0,0,,,
2014-02-17,4.2,-0.2,1.5,-0.1,0/6/0,994.4,987.5,991.4,,22,18,7,,,,339,NW,3.6,0,0,,,
2014-02-18,4.9,-0.5,2,0.9,0/6/0,993.5,990,991.2,,19,15,4,,,,26,SE,3.1,0,0,,,
2014-02-19,2,-0.5,0.6,0.1,0/6/0,994.6,989,993,,24,20,8,,,,28,N,2.3,7,5,,,
2014-02-20,2,0.1,1.1,0.2,0/6/0,989,976.1,979.8,,32,26,14,,,,17,NW,3.3,0,0,,,
2014-02-21,2.6,-0.5,0.7,0.5,0/6/0,985.4,977.1,980.1,,14,11,4,,,,246,SW,0,0,0,,,
2014-02-22,0.9,-0.1,0.3,0.8,0/6/0,993.8,985.4,989.5,,19,16,8,,,,240,SW,0,0,0,,,
2014-02-23,1.1,-0.4,0.3,0.8,0/6/0,1004.7,993.7,998.4,,21,18,11,,,,228,SW,0,0,0,,,
2014-02-24,3,0.2,1.4,-0.2,0/6/0,1005.4,982.9,999.3,,49,36,15,,,,31,N,3.1,0,0,,,
2014-02-25,4,0.3,1.5,0.3,0/6/0,989,977.6,983.2,,43,34,14,,,,23,N,8.1,0,0,,,
2014-02-26,4,0.7,2.1,0.4,0/6/0,988.4,977.5,981.1,,43,26,17,,,,21,N,7.4,0,0,,,
2014-02-27,1.2,-0.6,0.5,0.5,0/6/0,991.7,977.2,984.5,,32,26,16,,,,267,W,1,0,0,,,
2014-02-28,2.2,-0.6,1.3,0.3,0/6/0,991.4,981.4,985.9,,33,26,16,,,,21,N,2,0,0,,,
2014-03-01,2.3,-1.1,0.7,-0.7,0/6/0,984.7,978,980.5,,26,21,10,,,,228,N,4.3,2,6,,,
2014-03-02,2,-0.6,0.1,0.3,0/6/0,996.1,984.6,992.7,,28,23,10,,,,228,SW,0,0,0,,,
2014-03-03,2.1,-0.7,0.7,0.2,0/6/0,993.5,972.2,985.1,,53,40,17,,,,41,NE,0.8,0,0,,,
2014-03-04,1.9,-0.3,1,0.2,0/6/0,985.1,971.2,977.5,,35,29,15,,,,17,NW,2.5,2,1,,,
2014-03-05,5.3,0.9,3,0.4,0/6/0,985,973.1,978.1,,46,38,26,,,,54,NE,3.3,0,0,,,
2014-03-06,5.4,0.3,2.6,0.4,0/6/0,973.2,958.6,966.3,,58,47,28,,,,30,NE,3.1,1,0,,,
2014-03-07,0.7,-1.9,-0.3,0.2,0/6/0,982.5,961.4,973.1,,39,30,16,,,,266,W,1.3,4,5,,,
2014-03-08,5.8,-2.7,1.6,0.4,0/6/0,982.5,973,977.4,,30,22,11,,,,139,E,0,1,4,,,
2014-03-09,5.3,0.5,2.7,0.9,0/6/0,977.8,969.7,974.6,,44,29,9,,,,83,E,0,0,0,,,
2014-03-10,2.3,-1.1,0.1,0.4,0/6/0,978,970.4,975.7,,46,37,10,,,,29,NW,2,4,2,,,
2014-03-11,1.3,-0.9,-0.2,-0.1,0/6/0,975.3,972.2,974.4,,29,23,4,,,,12,N,0.8,1,1,,,
2014-03-12,0.1,-2.3,-1.1,0.2,0/6/0,973,970.2,971.1,,29,22,11,,,,228,SW,0.5,1,6,,,
2014-03-13,3.9,-2.5,-0.3,-0.4,0/6/0,980.1,973.1,975.7,,17,12,4,,,,98,NE,0,0,5,,,
2014-03-14,3.7,-2,0.3,-0.2,0/6/0,995.8,980.2,989,,15,13,4,,,,27,NE,0,0,0,,,
2014-03-15,2.4,-2.2,-0.7,-0.7,0/6/0,999.2,995.7,997.6,,11,7,3,,,,32,NE,0,0,0,,,
2014-03-16,2,-0.7,0.2,0.1,0/6/0,1000.6,998.2,999,,18,14,5,,,,72,E,0,0,0,,,
2014-03-17,0,-1.9,-1.1,-0.1,0/6/0,1003.6,1000.5,1001.6,,12,10,3,,,,25,NE,0.3,1,1,,,
2014-03-18,1.6,-1.5,-0.2,0.1,0/6/0,1003.7,984.9,995.7,,27,18,6,,,,38,SE,0.3,1,1,,,
2014-03-19,1.6,-0.1,0.8,0.1,0/6/0,985.2,966.3,976.1,,31,28,12,,,,16,E,0,0,0,,,
2014-03-20,2.3,-0.5,0.6,0.5,0/6/0,976.6,966.4,971,,33,27,13,,,,119,SE,0,0,0,,,
2014-03-21,0.5,-3.4,-1,0.4,0/6/0,978.7,975.2,977.4,,18,15,6,,,,225,SW,0,0,0,,,
2014-03-22,3.1,-3.8,-1.6,-0.4,0/6/0,975.2,970,971.8,,13,11,4,,,,217,N,0,0,0,,,
2014-03-23,-0.2,-2.6,-1.7,0.1,0/6/0,981.9,975.1,979.5,,18,15,6,,,,251,SW,0.3,2,2,,,
2014-03-24,-0.9,-3.2,-2.1,-0.4,0/6/0,982.8,975.3,977.6,,20,17,5,,,,39,N,0.3,0,2,,,
2014-03-25,0.4,-2.9,-1.1,-0.7,0/6/0,985.5,971.8,981.5,,31,25,12,,,,27,N,1.5,5,7,,,
2014-03-26,0.3,-1.9,-0.7,-0.7,0/6/0,978.4,970.8,973.5,,27,20,9,,,,317,N,2.8,4,10,,,
2014-03-27,0.6,-2.1,-0.6,-1.1,0/6/0,993.6,978.4,988.1,,17,15,6,,,,43,N,0.5,1,9,,,
2014-03-28,1.4,-1.9,0.5,-1.2,0/6/0,1000,992.9,996.2,,37,29,17,,,,21,N,0.3,0,7,,,
2014-03-29,2.4,0.6,1.7,-0.3,0/6/0,1001.5,989.8,997.7,,34,28,17,,,,24,N,0,0,6,,,
2014-03-30,2,-2.5,-0.3,-0.4,0/6/0,989.8,979.9,983.2,,32,26,14,,,,28,SW,1.3,3,9,,,
2014-03-31,-1.2,-2.4,-1.8,-0.2,0/6/0,994.4,986.7,991.6,,24,20,9,,,,231,SW,0,0,9,,,
2014-04-01,0,-1.7,-0.6,0,0/6/0,998.5,989.6,994.9,,35,29,19,,,,235,SW,0.3,2,9,,,
2014-04-02,0,-1.5,-0.7,-0.2,0/6/0,997.9,992.8,994.7,,31,25,15,,,,230,SW,1,3,14,,,
2014-04-03,0,-2.5,-1,-0.5,0/6/0,1002.2,986.3,993.3,,35,27,17,,,,229,SW,3.1,7,24,,,
2014-04-04,0.5,-4.5,-1.9,-1.2,0/6/0,1005.1,999.2,1001.8,,19,16,5,,,,213,NE,0,1,23,,,
2014-04-05,-0.1,-2.1,-1,-0.6,0/6/0,1005.2,996.7,1000.3,,17,14,6,,,,258,SE,2,1,18,,,
2014-04-06,-0.4,-3.2,-1.7,-1.3,0/6/0,998.9,990.9,995.1,,20,17,6,,,,232,SW,10.2,1,20,,,
2014-04-07,1.7,-1,-0.1,-1.1,0/6/0,1003.1,990.5,995.5,,43,32,10,,,,17,SW,6.9,9,29,,,
2014-04-08,5.3,-2.4,1.3,-0.2,0/6/0,1003.1,991.9,998,,59,43,14,,,,28,N,1.3,0,28,,,
2014-04-09,5.8,2.5,4,0,0/6/0,1003.1,991,997.8,,50,40,23,,,,21,NE,2.3,0,20,,,
2014-04-10,6.9,1.6,3.8,0.3,0/6/0,995.7,982.7,990.8,,49,39,22,,,,26,NE,1.8,0,0,,,
2014-04-11,4.6,-2.1,0.7,-0.2,0/6/0,984.3,979.9,982,,49,36,17,,,,18,NE,0.5,0,0,,,
2014-04-12,-0.6,-2.7,-2,-0.3,0/6/0,988.6,982.9,985.8,,23,19,9,,,,230,SW,0.5,0,0,,,
2014-04-13,-0.3,-1.9,-1.2,-0.3,0/6/0,984.7,978.8,981.3,,24,20,9,,,,15,N,0.8,1,1,,,
2014-04-14,0.7,-3.4,-0.8,-0.5,0/6/0,997,978.8,990.3,,39,30,15,,,,236,SW,0.5,1,6,,,
2014-04-15,1.5,-2.8,-0.8,-0.8,0/6/0,996.8,983.3,990.6,,18,16,4,,,,332,SE,0,0,4,,,
2014-04-16,1.4,-3.1,-0.2,-0.4,0/6/0,983.6,978.4,981.5,,38,23,9,,,,93,E,0,0,3,,,
2014-04-17,2,-3.4,-1.1,-0.4,0/6/0,983.3,974.8,977.9,,40,29,14,,,,72,E,0,0,2,,,
2014-04-18,-1.6,-3.9,-3.1,-0.7,0/6/0,995.6,983.3,990,,16,14,7,,,,243,N,0,0,1,,,
2014-04-19,-1.3,-4.8,-2.3,-0.8,0/6/0,1012.2,995.6,1003.8,,16,14,6,,,,233,SW,0,1,2,,,
2014-04-20,1.2,-4.9,-2.2,-0.7,0/6/0,1018.3,1012.1,1016.1,,11,10,4,,,,119,SE,0,0,2,,,
2014-04-21,0.3,-0.8,-0.3,-0.6,0/6/0,1018.3,1009.4,1014.7,,10,9,3,,,,329,SE,0,0,2,,,
2014-04-22,3,-1.5,-0.2,-0.8,0/6/0,1009.4,1005.3,1006.6,,27,20,3,,,,23,SE,0,0,2,,,
2014-04-23,4.5,0.9,2.6,-0.5,0/6/0,1008.2,1004.7,1006.2,,44,35,14,,,,25,NE,0,0,2,,,
2014-04-24,6.1,1,4.1,-0.3,0/6/0,1008,995.6,1001.7,,58,45,28,,,,16,NE,5.1,0,0,,,
2014-04-25,3.3,0.1,1.3,-0.9,0/6/0,1005.3,998.5,1003.3,,33,26,16,,,,352,N,0.5,1,1,,,
2014-04-26,5.5,0.2,2.2,-0.3,0/6/0,1000,979.6,985.8,,76,44,25,,,,25,N,0.3,0,0,,,
2014-04-27,1.3,-2.6,-0.6,-0.8,0/6/0,989.8,979.6,984,,50,41,15,,,,15,N,0.8,1,3,,,
2014-04-28,-2.4,-3.5,-2.9,-0.7,0/6/0,996.3,989.8,993.9,,15,12,5,,,,232,SW,0,0,3,,,
2014-04-29,0.9,-4.1,-2.3,-0.6,0/6/0,996.1,980,989.8,,23,20,6,,,,50,E,0.8,0,3,,,
2014-04-30,2.3,-2.4,-0.7,-0.6,0/6/0,991,979.8,986.6,,45,37,7,,,,22,NE,0,1,4,,,
2014-05-01,3.1,-1.9,0.8,-0.5,0/6/0,987.2,962.5,972.1,,35,26,10,,,,75,E,4.1,2,8,,,
2014-05-02,1.5,-1.1,0,-0.7,0/6/0,983.3,963.2,974.6,,35,30,14,,,,19,N,0,0,8,,,
2014-05-03,4.8,-0.1,2.4,-0.5,0/6/0,984,980,982.5,,49,41,25,,,,46,NE,0,0,7,,,
2014-05-04,5.5,2.2,3.5,-0.3,0/6/0,981,970.1,975,,35,29,14,,,,46,E,1,0,0,,,
2014-05-05,3.2,-1.1,0.1,-0.6,0/6/0,973.9,968.7,970.6,,34,27,6,,,,34,NW,3.6,2,2,,,
2014-05-06,1.2,-3.2,-1.4,-0.7,0/6/0,988.1,973.9,981.7,,30,21,5,,,,38,NE,0,3,5,,,
2014-05-07,0.7,-3.4,-1.3,-0.9,0/6/0,1011,988,1002.5,,35,29,8,,,,24,SW,0,0,5,,,
2014-05-08,7.2,-2.9,2,-0.8,0/6/0,1011.8,999.7,1007.7,,46,38,7,,,,46,SE,0,0,0,,,
2014-05-09,8.5,2.5,4.7,-0.4,0/6/0,999.6,990.9,994,,51,40,18,,,,54,NE,0.5,0,0,,,
2014-05-10,3.4,-0.3,1.2,-0.7,0/6/0,999.1,991.5,996.2,,32,26,15,,,,16,N,0.8,0,0,,,
2014-05-11,4.3,0.3,1.9,-0.5,0/6/0,999.1,984.2,992.3,,41,32,16,,,,50,E,1.3,0,0,,,
2014-05-12,3.1,-1.3,0.8,-0.5,0/6/0,985.5,979.2,982.9,,50,39,14,,,,46,E,0,0,0,,,
2014-05-13,0.5,-2.2,-0.6,-0.6,0/6/0,985,977.7,981,,29,21,9,,,,117,SE,0,1,1,,,
2014-05-14,-1.5,-3.1,-2.2,-0.7,0/6/0,994.4,985.1,989.1,,17,14,6,,,,246,SW,0,0,1,,,
2014-05-15,-2.5,-4.6,-3.5,-0.9,0/6/0,1004,994.3,998.8,,21,17,8,,,,239,SW,0,0,0,,,
2014-05-16,-2.9,-5.3,-4.2,-1.1,0/6/0,1006.5,1001.9,1004.9,,11,9,3,,,,84,E,0,0,0,,,
2014-05-17,1,-3.5,-0.9,-1.1,0/6/0,1005.9,997.3,1000.7,,24,16,5,,,,137,SE,0,1,1,,,
2014-05-18,1.4,-1.6,-0.2,-1.3,0/6/0,1014.4,1005.6,1009,,24,19,9,,,,9,N,2.8,2,3,,,
2014-05-19,3.9,-1.3,0.7,-1.1,0/6/0,1014.9,1003.6,1011.2,,40,34,14,,,,22,N,0,0,3,,,
2014-05-20,1.1,-1.3,-0.3,-1.3,0/6/0,1003.7,983.5,995.8,,44,35,18,,,,35,N,1.8,1,4,,,
2014-05-21,-0.8,-4.7,-2.9,-1.1,0/6/0,1001.1,983.8,992.4,,38,30,15,,,,219,SW,0.3,1,6,,,
2014-05-22,-3.3,-6.4,-4.7,-1.4,0/6/0,1001.3,993,997.1,,14,12,5,,,,49,NE,0,1,7,,,
2014-05-23,-3.9,-7,-4.7,-1.5,0/6/0,1006.3,994.9,1002.7,,17,14,6,,,,15,N,0,0,7,,,
2014-05-24,-4.7,-7.4,-5.8,-1.6,0/6/0,1006,991.8,1000.6,,22,18,5,,,,24,E,0,0,7,,,
2014-05-25,0.8,-5.8,-2,-1.6,0/6/0,991.6,980.1,983.1,,24,16,4,,,,74,N,0,0,7,,,
2014-05-26,0.5,-1.6,-0.7,-1.6,0/6/0,983.7,980.7,982.4,,36,25,6,,,,75,N,0,0,6,,,
2014-05-27,2.5,-1.8,-0.2,-1.2,0/6/0,993.5,979.6,985.5,,44,32,7,,,,73,W,0,0,6,,,
2014-05-28,-1.6,-4,-2.7,-1.2,0/6/0,996.4,977.8,991.7,,45,31,14,,,,79,E,0,0,6,,,
2014-05-29,3.2,-2.4,0.1,-1.1,0/6/0,979.9,967.6,972.8,,60,47,21,,,,27,NE,0,0,6,,,
2014-05-30,-1.3,-4.6,-2.6,-1.1,0/6/0,994.2,980,986.5,,23,19,4,,,,29,E,0,0,5,,,
2014-05-31,-3.3,-5.6,-4.4,-1.3,0/6/0,1002.5,994.3,999.8,,18,14,6,,,,28,NE,0,0,5,,,
2014-06-01,-3,-5,-4.3,-1.4,0/6/0,1007.3,1001.8,1003.6,,11,9,3,,,,218,NE,0,1,3,,,
2014-06-02,-3.5,-6.3,-4.9,-1.2,0/6/0,1009.8,1006.2,1008.5,,7,6,3,,,,66,NE,0,0,2,,,
2014-06-03,-2,-4.1,-2.8,-1.3,0/6/0,1006.3,1001.8,1003.5,,10,8,3,,,,196,NE,0,1,3,,,
2014-06-04,-0.4,-3.3,-2,-1.4,0/6/0,1010.6,1006.1,1009.4,,14,11,4,,,,125,SE,1.5,0,3,,,
2014-06-05,-3.6,-5.6,-4.6,-1.6,0/6/0,1011.5,1009.2,1010.8,,6,5,2,,,,61,NE,0,1,4,,,
2014-06-06,-3.6,-5,-4.3,-1.6,0/6/0,1009.2,997.9,1004.1,,7,6,2,,,,138,NE,0,0,4,,,
2014-06-07,-4,-5.3,-4.6,-1.7,0/6/0,997.9,992.6,994,,3,3,0,,,,48,SE,0,1,6,,,
2014-06-08,-1.5,-5.2,-3.3,-1.7,0/6/0,1002.4,993.9,999.1,,14,12,3,,,,349,N,0,0,6,,,
2014-06-09,-2.7,-4.3,-3.3,-1.7,0/6/0,1002.2,998.5,999.7,,14,12,4,,,,19,NE,0,0,6,,,
2014-06-10,-3.4,-6.4,-4.6,-1.7,0/6/0,999,996.1,998.3,,10,8,3,,,,45,NE,0,0,6,,,
2014-06-11,-4.5,-7.2,-6.1,-1.7,01600,996.1,987.8,990.4,,8,7,2,,,,358,NE,0,0,6,,,
2014-06-12,-3.7,-5.8,-4.7,-1.7,01600,998,989.4,993.2,,11,9,3,,,,29,NE,0,0,6,,,
2014-06-13,-2.8,-4.9,-3.9,-1.7,01600,1006.4,998,1002.5,,20,16,5,,,,28,NE,0,0,6,,,
2014-06-14,-3.9,-5.3,-4.4,-1.8,01600,1010.5,1006.2,1008.7,,28,23,14,,,,28,NE,0,0,6,,,
2014-06-15,-1.5,-6.5,-4.8,-1.8,01600,1010.1,998.2,1005.8,,30,23,9,,,,30,NE,0,0,6,,,
2014-06-16,-0.1,-3.7,-1.8,-1.6,0/6/0,998.4,989.4,992.1,,36,31,9,,,,140,SE,7.9,2,7,,,
2014-06-17,-1,-4,-1.9,-1.7,0/6/0,996.6,989.3,992,,37,28,13,,,,352,N,0.3,9,17,,,
2014-06-18,-0.9,-2.6,-1.4,-1.7,0/6/0,1001,996.6,999.7,,16,13,7,,,,342,N,1.5,1,17,,,
2014-06-19,2.3,-2,0.6,-1.6,0/6/0,999,985.2,993.1,,42,35,17,,,,23,NE,0,0,17,,,
2014-06-20,2.1,-4.2,-0.6,-1.6,0/6/0,985.3,957.5,969.8,,54,42,28,,,,25,NE,3.8,1,18,,,
2014-06-21,-2.7,-7.1,-5,-1.7,0/6/0,976.4,970.7,972.8,,44,33,24,,,,232,W,0,3,21,,,
2014-06-22,-0.4,-6.7,-4.2,-1.7,0/6/0,978,966.9,973.5,,38,31,14,,,,249,SW,4.1,2,24,,,
2014-06-23,1.4,-2.5,0.4,-1.7,0/6/0,969.7,963.3,965.8,,45,31,17,,,,31,NE,4.1,3,28,,,
2014-06-24,1.1,-2,-0.1,-1.7,0/6/0,976.4,968.6,971.8,,43,34,22,,,,34,NE,0.3,2,29,,,
2014-06-25,-0.3,-4.6,-2.5,-1.6,0/6/0,979.7,967.9,976.2,,49,39,17,,,,49,E,0,0,29,,,
2014-06-26,-0.1,-2.7,-1.6,-1.5,0/6/0,980.8,967.6,972.2,,47,38,22,,,,47,NE,0,0,28,,,
2014-06-27,-2.4,-5,-3.4,-1.7,0/6/0,987.7,977.9,984.8,,34,29,20,,,,16,NE,0,0,27,,,
2014-06-28,1.1,-5.4,-1.3,-1.4,0/6/0,977.9,966.4,969.2,,51,39,25,,,,25,NE,0.5,0,27,,,
2014-06-29,-0.3,-2.3,-1.3,-1.5,0/6/0,988.7,971.4,983.2,,48,37,20,,,,30,NW,0.3,0,27,,,
2014-06-30,2.4,-1,0.4,-1.3,0/6/0,989.7,980.7,986,,62,49,36,,,,41,NE,9.4,0,27,,,
2014-07-01,1.6,0.1,0.8,-1.3,0/6/0,981.2,973.1,975.6,,54,41,30,,,,45,NE,5.6,2,28,,,
2014-07-02,1.4,-0.6,0.7,-1.4,0/6/0,975.4,971.1,973.8,,51,41,25,,,,38,N,1,1,28,,,
2014-07-03,0.2,-2.2,-1,-1.5,0/6/0,978.4,973.6,976.8,,42,32,19,,,,355,N,0,2,31,,,
2014-07-04,-1.4,-3.7,-2.7,-1.7,0/6/0,987.7,974.6,979.5,,22,19,5,,,,24,N,0.5,0,30,,,
2014-07-05,1.4,-3,-0.6,-1.3,0/6/0,987.8,963.6,974.2,,52,42,25,,,,55,NE,1.5,1,31,,,
2014-07-06,-2.3,-4.5,-3,-1.7,0/6/0,973.5,963.2,970.3,,46,39,19,,,,13,N,0,2,33,,,
2014-07-07,-2.2,-10.3,-7.1,-1.7,0/6/0,978.7,962.6,968.4,,53,38,17,,,,15,SE,1.8,0,32,,,
2014-07-08,-5.1,-9.7,-6.5,-1.8,0/6/0,996.3,978.8,991.3,,28,21,7,,,,118,SW,0,1,33,,,
2014-07-09,-1.6,-7.4,-4.3,-1.8,0/6/0,994.9,980.7,985.8,,25,21,10,,,,249,SE,3.1,3,36,,,
2014-07-10,-2.6,-9.9,-7.4,-1.8,0/6/0,1000,983.2,991.3,,33,28,15,,,,236,SW,0,4,38,,,
2014-07-11,-0.7,-9.7,-4.9,-1.7,0/6/0,1001.4,997.7,1000.5,,16,13,4,,,,129,SE,0,0,37,,,
2014-07-12,3.6,-1.7,0.8,-1.7,0/6/0,997.8,976,985.6,,54,43,26,,,,25,N,7.4,0,35,,,
2014-07-13,0.5,-6.5,-2.8,-1.8,0/6/0,988.1,974.9,982.7,,54,40,26,,,,13,N,2.8,0,33,,,
2014-07-14,-0.9,-8.2,-4.9,-1.7,0/6/0,989.2,974.3,983.2,,72,46,22,,,,16,N,1.5,1,34,,,
2014-07-15,-0.8,-14.6,-9.8,-1.8,0/6/0,1004.7,976.4,991.9,,49,33,20,,,,237,SW,0.3,1,35,,,
2014-07-16,-0.5,-8.4,-2.2,-1.8,0/6/0,1003,989.3,996.4,,43,37,25,,,,19,N,0,0,35,,,
